Muni_ID,ID,Muni,graz_nha
1601,1111601,Arcos de Valdevez,0.560511584207896
1602,1111602,Caminha,0.257350556792873
1603,1111603,Melgaço,0.457576450656502
1604,1111604,Monção,0.705120684736091
1605,1111605,Paredes de Coura,0.511413711583924
1606,1111606,Ponte da Barca,0.256578387734916
1607,1111607,Ponte de Lima,0.39118598583675
1608,1111608,Valença,0.626799489144317
1609,1111609,Viana do Castelo,0.375908860759494
1610,1111610,Vila Nova de Cerveira,0.669809622706819
301,1120301,Amares,0.795201754385965
302,1120302,Barcelos,0.752128592834764
303,1120303,Braga,0.80569399339934
306,1120306,Esposende,0.553037376048818
310,1120310,Terras de Bouro,0.293591997479521
313,1120313,Vila Verde,1.08764974446337
307,1130307,Fafe,0.999343168697883
308,1130308,Guimarães,0.671938753189938
309,1130309,Póvoa de Lanhoso,0.954047311827957
1314,1131314,Santo Tirso,0.514638596491228
1318,1131318,Trofa,0.683556672952022
311,1130311,Vieira do Minho,0.789762021189894
312,1130312,Vila Nova de Famalicão,0.676183908045977
314,1130314,Vizela,0.418154425612053
107,1140107,Espinho,0.193006289308176
1304,1141304,Gondomar,0.460814672638089
1306,1141306,Maia,0.709322822822823
1308,1141308,Matosinhos,0.931886895051658
1312,1141312,Porto,
1313,1141313,Póvoa de Varzim,0.810299773644326
1315,1141315,Valongo,0.631783783783784
1316,1141316,Vila do Conde,0.92168637191588
1317,1141317,Vila Nova de Gaia,0.445549387346837
1301,1151301,Amarante,0.400709175738725
1302,1151302,Baião,0.397182018659881
304,1150304,Cabeceiras de Basto,0.7430289461782
106,1150106,Castelo de Paiva,0.683009746588694
305,1150305,Celorico de Basto,0.935142257505247
1804,1151804,Cinfães,0.912833824975418
1303,1151303,Felgueiras,0.429783925504023
1305,1151305,Lousada,0.441356265356265
1307,1151307,Marco de Canaveses,0.534708233413269
1705,1151705,Mondim de Basto,0.396117748917749
1309,1151309,Paços de Ferreira,0.501760546208242
1310,1151310,Paredes,0.50819247311828
1311,1151311,Penafiel,0.439728571428572
1813,1151813,Resende,0.310886913118078
1709,1151709,Ribeira de Pena,0.926685329186107
104,1160104,Arouca,0.957225368438483
113,1160113,Oliveira de Azeméis,1.01901858482523
109,1160109,Santa Maria da Feira,0.624486834406086
116,1160116,São João da Madeira,
119,1160119,Vale de Cambra,0.653531172069826
1701,1171701,Alijó,0.0866590030003976
1801,1171801,Armamar,0.0274399583612165
403,1170403,Carrazeda de Ansiães,0.121531814940648
404,1170404,Freixo de Espada à Cinta,0.0924724588302101
1805,1171805,Lamego,0.102610615159877
1704,1171704,Mesão Frio,0.0101073896863371
1807,1171807,Moimenta da Beira,0.232938121612769
1812,1171812,Penedono,0.149386036960986
1708,1171708,Peso da Régua,0.0321713598074609
1710,1171710,Sabrosa,0.106648073808015
1711,1171711,Santa Marta de Penaguião,0.0284732110751528
1815,1171815,São João da Pesqueira,0.0523597414589104
1818,1171818,Sernancelhe,0.125200108313025
1819,1171819,Tabuaço,0.0563267597311471
1820,1171820,Tarouca,0.25299054589814
409,1170409,Torre de Moncorvo,0.137509009009009
410,1170410,Vila Flor,0.099372234935164
914,1170914,Vila Nova de Foz Côa,0.0627079843662758
1714,1171714,Vila Real,0.363177980107575
401,1180401,Alfândega da Fé,0.116559807846277
1702,1181702,Boticas,0.41679920224821
402,1180402,Bragança,0.228368695442234
1703,1181703,Chaves,0.181256347755434
405,1180405,Macedo de Cavaleiros,0.195003017969377
406,1180406,Miranda do Douro,0.2752079238663
407,1180407,Mirandela,0.128653647137373
408,1180408,Mogadouro,0.164235035931752
1706,1181706,Montalegre,0.428094565670066
1707,1181707,Murça,0.200469080248176
1712,1181712,Valpaços,0.14936753050138
1713,1181713,Vila Pouca de Aguiar,0.35128426199207
411,1180411,Vimioso,0.265291969316408
412,1180412,Vinhais,0.260914831194991
101,1610101,Águeda,0.729177061914553
102,1610102,Albergaria-a-Velha,0.580536929993578
103,1610103,Anadia,0.14769755719271
105,1610105,Aveiro,0.573604410751206
108,1610108,Estarreja,0.755976695796921
110,1610110,Ílhavo,0.380123032904149
111,1610111,Mealhada,0.173189997422016
112,1610112,Murtosa,0.482995638629284
114,1610114,Oliveira do Bairro,0.30407314777464
115,1610115,Ovar,0.83179649122807
117,1610117,Sever do Vouga,0.458827485380117
118,1610118,Vagos,0.521290445013758
602,1620602,Cantanhede,0.353354442344045
603,1620603,Coimbra,0.137975765044157
604,1620604,Condeixa-a-Nova,0.259958631662689
605,1620605,Figueira da Foz,0.320802554654876
608,1620608,Mira,0.577633145009416
610,1620610,Montemor-o-Velho,0.409211535646318
613,1620613,Penacova,0.489409148344706
615,1620615,Soure,0.23589576279881
1004,1631004,Batalha,0.280830990315526
1009,1631009,Leiria,0.542371489072676
1010,1631010,Marinha Grande,0.596357723577236
1015,1631015,Pombal,0.562854642513346
1016,1631016,Porto de Mós,0.4250402174516
1002,1641002,Alvaiázere,0.422185770750988
1003,1641003,Ansião,0.406772016460905
601,1640601,Arganil,0.40303851947493
1007,1641007,Castanheira de Pêra,0.416744186046512
1008,1641008,Figueiró dos Vinhos,0.359044247787611
606,1640606,Góis,0.37567084078712
607,1640607,Lousã,0.286362168396771
609,1640609,Miranda do Corvo,0.275891457286432
611,1640611,Oliveira do Hospital,0.352375676536135
612,1640612,Pampilhosa da Serra,0.339465959328028
1013,1641013,Pedrógão Grande,0.321042345276873
614,1640614,Penela,0.280327670819177
616,1640616,Tábua,0.460916035072076
617,1640617,Vila Nova de Poiares,0.150843706777317
901,1650901,Aguiar da Beira,0.305390114588678
1802,1651802,Carregal do Sal,0.331057575757576
1803,1651803,Castro Daire,0.659335733573357
1806,1651806,Mangualde,0.344858188593864
1808,1651808,Mortágua,0.776967238689548
1809,1651809,Nelas,0.247643568999883
1810,1651810,Oliveira de Frades,0.683312220432994
1811,1651811,Penalva do Castelo,0.260151966399389
1814,1651814,Santa Comba Dão,0.481002570694087
1816,1651816,São Pedro do Sul,0.868648186785892
1817,1651817,Sátão,0.274412476993122
1821,1651821,Tondela,0.419934575710948
1822,1651822,Vila Nova de Paiva,0.326510284702357
1823,1651823,Viseu,0.338404682958779
1824,1651824,Vouzela,0.771270065359477
1413,1661413,Mação,0.2652
506,1660506,Oleiros,0.240390423572744
508,1660508,Proença-a-Nova,0.285624796084829
509,1660509,Sertã,0.328495939361126
510,1660510,Vila de Rei,0.243852748361069
905,1670905,Fornos de Algodres,0.303214616662296
906,1670906,Gouveia,0.230154237072799
912,1670912,Seia,0.299790958975699
902,1680902,Almeida,0.190688225742628
903,1680903,Celorico da Beira,0.268170523751523
904,1680904,Figueira de Castelo Rodrigo,0.153930172580297
907,1680907,Guarda,0.19271943199979
908,1680908,Manteigas,0.213897844700325
909,1680909,Mêda,0.124380158592348
910,1680910,Pinhel,0.121485170429394
911,1680911,Sabugal,0.260532203348907
913,1680913,Trancoso,0.196520039100684
502,1690502,Castelo Branco,0.219984524969729
505,1690505,Idanha-a-Nova,0.185503007336579
507,1690507,Penamacor,0.222864028659827
511,1690511,Vila Velha de Ródão,0.179824701195219
501,16A0501,Belmonte,0.220979982073499
503,16A0503,Covilhã,0.218551617580641
504,16A0504,Fundão,0.220715439988247
1001,16B1001,Alcobaça,0.380670853686904
1101,16B1101,Alenquer,0.156495654914674
1102,16B1102,Arruda dos Vinhos,0.19542498430634
1005,16B1005,Bombarral,0.0533929606625259
1104,16B1104,Cadaval,0.152244437608941
1006,16B1006,Caldas da Rainha,0.26333066167958
1108,16B1108,Lourinhã,0.207673379915057
1011,16B1011,Nazaré,0.276110403397028
1012,16B1012,Óbidos,0.0803765188113014
1014,16B1014,Peniche,0.190998191296946
1112,16B1112,Sobral de Monte Agraço,0.408884948778566
1113,16B1113,Torres Vedras,0.234806372695268
1401,16C1401,Abrantes,0.175272277016353
1402,16C1402,Alcanena,0.365468868249054
1408,16C1408,Constância,0.207875555555556
1410,16C1410,Entroncamento,0.118469696969697
1411,16C1411,Ferreira do Zêzere,0.203493899837898
1421,16C1421,Ourém,0.282138739568935
1417,16C1417,Sardoal,0.103266814486327
1418,16C1418,Tomar,0.256052631578947
1419,16C1419,Torres Novas,0.179988615046251
1420,16C1420,Vila Nova da Barquinha,0.10471676300578
1115,1711115,Amadora,0.371167235494881
1105,1711105,Cascais,0.341243445692884
1106,1711106,Lisboa,
1107,1711107,Loures,0.30337037662557
1109,1711109,Mafra,0.431257367125657
1116,1711116,Odivelas,0.760912280701755
1110,1711110,Oeiras,0.0886623093681917
1111,1711111,Sintra,0.248157566435957
1114,1711114,Vila Franca de Xira,0.243807619047619
1502,1721502,Alcochete,0.350278095238095
1503,1721503,Almada,0.550840148698885
1504,1721504,Barreiro,0.375811894882434
1506,1721506,Moita,1.13513226418348
1507,1721507,Montijo,0.240092186621698
1508,1721508,Palmela,0.272451787323521
1510,1721510,Seixal,0.267331331331331
1511,1721511,Sesimbra,0.329584229390681
1512,1721512,Setúbal,0.240706501315295
1501,1811501,Alcácer do Sal,0.264658314627863
1505,1811505,Grândola,0.192602494830231
211,1810211,Odemira,0.300469371048966
1509,1811509,Santiago do Cacém,0.268425565388397
1513,1811513,Sines,0.338962227736421
1201,1821201,Alter do Chão,0.355587686232274
1202,1821202,Arronches,0.435679943028638
1203,1821203,Avis,0.219286253064303
1204,1821204,Campo Maior,0.186702960749909
1205,1821205,Castelo de Vide,0.280100033795201
1206,1821206,Crato,0.41048656992899
1207,1821207,Elvas,0.337100465040764
1208,1821208,Fronteira,0.291515900662996
1209,1821209,Gavião,0.132346690262504
1210,1821210,Marvão,0.272489806320082
1211,1821211,Monforte,0.410063718346185
707,1820707,Mora,0.223483420593368
1212,1821212,Nisa,0.26365163054091
1213,1821213,Ponte de Sor,0.164182608645179
1214,1821214,Portalegre,0.353092178865647
701,1830701,Alandroal,0.262042227827218
702,1830702,Arraiolos,0.348020405805561
703,1830703,Borba,0.345323184728767
704,1830704,Estremoz,0.286376907109916
705,1830705,Évora,0.29796470581024
706,1830706,Montemor-o-Novo,0.406761082835436
708,1830708,Mourão,0.311791199728327
709,1830709,Portel,0.228342337238745
710,1830710,Redondo,0.284261396767307
711,1830711,Reguengos de Monsaraz,0.225894301061182
1215,1831215,Sousel,0.241389424675757
712,1830712,Vendas Novas,0.261403524764509
713,1830713,Viana do Alentejo,0.39228069354241
714,1830714,Vila Viçosa,0.413839189086198
201,1840201,Aljustrel,0.214898205632627
202,1840202,Almodôvar,0.21931509068498
203,1840203,Alvito,0.321333247945352
204,1840204,Barrancos,0.300851363996257
205,1840205,Beja,0.142146695459286
206,1840206,Castro Verde,0.25073586250262
207,1840207,Cuba,0.620430344553669
208,1840208,Ferreira do Alentejo,0.176575901647217
209,1840209,Mértola,0.171270735175911
210,1840210,Moura,0.226290459793397
212,1840212,Ourique,0.283165600963766
213,1840213,Serpa,0.214763789340001
214,1840214,Vidigueira,0.169200802788634
1403,1851403,Almeirim,0.0920118531367447
1404,1851404,Alpiarça,0.106903299203641
1103,1851103,Azambuja,0.16928007540945
1405,1851405,Benavente,0.267351078142613
1406,1851406,Cartaxo,0.219596284829721
1407,1851407,Chamusca,0.169811839132399
1409,1851409,Coruche,0.194661646705403
1412,1851412,Golegã,0.0452526265520535
1414,1851414,Rio Maior,0.334085102754328
1415,1851415,Salvaterra de Magos,0.187400463166535
1416,1851416,Santarém,0.212977443933605
801,1500801,Albufeira,0.0879477025583003
802,1500802,Alcoutim,0.159965742452249
803,1500803,Aljezur,0.481924759405074
804,1500804,Castro Marim,0.145516763786842
805,1500805,Faro,0.0637706035692801
806,1500806,Lagoa,0.161297062023939
807,1500807,Lagos,0.487771581679645
808,1500808,Loulé,0.114765965870848
809,1500809,Monchique,0.432418370767684
810,1500810,Olhão,0.052920656531276
811,1500811,Portimão,0.232007050011016
812,1500812,São Brás de Alportel,0.139755043742189
813,1500813,Silves,0.137652527056622
814,1500814,Tavira,0.0762166394779772
815,1500815,Vila do Bispo,0.516814611872146
816,1500816,Vila Real de Santo António,0.0904509169363538
